Code;Designation;Famille produits ;Qte cdee;Qte vendue ;Prix TTC 
852129;MAXI EXTRA DRYX28 7/18B.F;PHARMACIE                               ;6;0;6,8
852145;JUNI EXT.DRYX24 11/25 B.F;PHARMACIE                               ;6;2;7,1
852160;R.72 LINGET.BB LOT.S/A BF;PHARMACIE                               ;8;1;4,3
852186;R.72 LINGET.BB CR.S/A. BF;PHARMACIE                               ;6;3;2,7
852202;PAMPERS SIMPLY DRY T3 X48;PHARMACIE                               ;2;0;2,59
852228;PAMPERS SIMPLY DRY T4 X44;PHARMACIE                               ;2;0;2,93
852269;TENA CULOT.NORM.LARGE.10 ;PHARMACIE                               ;4;1;2,64
852301;TENA CULOT.MEDIUM PLUS 11;PHARMACIE                               ;4;0;4,66
853408;PAMP.28 ACTIVE FIT 7/18KG;PHARMACIE                               ;4;3;4,27
853424;PAMP.26 ACTIVE FIT 11/25K;PHARMACIE                               ;4;1;4,41
853440;PAMP.34 ACTIVE FIT 4/9 KG;PHARMACIE                               ;4;2;6,38
853507;PAMP.EASY UP JUNI.12/18KG;PHARMACIE                               ;4;3;5,66
853523;PAMPERS EASY UP MAX 8/15K;PHARMACIE                               ;4;1;6,22
853549;PAMPERS EASY UP X-LARGE16;PHARMACIE                               ;4;3;4,24
853622;CHANGE BB MIDI 5/11KG X30;PHARMACIE                               ;6;2;6
853648;CHANGE BB MAXI 9/18KG X28;PHARMACIE                               ;6;3;6,3
853663;CHANGE BB JUNIOR 15/25K24;PHARMACIE                               ;6;5;6,4
853705;CULOTTE BEBE 8/13KG X22LM;PHARMACIE                               ;6;5;5,93
853721;CULOTTE BB 12/18KG X20 LM;PHARMACIE                               ;6;0;5,96
854604;PAMPERS NEW BABY MINI X35;PHARMACIE                               ;4;1;3,11
854703;B.41 MINI PAMPERS 3-6KG  ;PHARMACIE                               ;2;0;6,9
854729;MIDI PAMPERS 4-9KG       ;PHARMACIE                               ;4;0;9,9
854745;MAX PAMPERS BB/DRY 7/18KG;PHARMACIE                               ;4;0;7,5
854760;MAXI+ PAMPERS BB/DRY 9/20;PHARMACIE                               ;4;0;8,3
854786;JUNIOR PAMPERS 11-25KG   ;PHARMACIE                               ;4;1;10,8
855007;PAMPERS BB/DRY GT T3 X60 ;PHARMACIE                               ;2;1;3,17
855023;PAMPERS BB/DRY GT T4.X56 ;PHARMACIE                               ;2;1;3,73
855049;PAMPERS BB/DRY GT T5 X48 ;PHARMACIE                               ;2;0;3,61
855106;R.64 LINGET.BB CR.S/A.B.F;PHARMACIE                               ;8;1;3,8
855122;R.60 LINGET.PAP.TOIL. B.F;PHARMACIE                               ;12;5;2,89
855247;TALC BEBE 300G      CADUM;PHARMACIE                               ;12;3;4
857268;BT.150 MOUCHOIR BLANC EP*;PHARMACIE                               ;24;0;5,86
857284;10X10 MOUC.BLANC 3PLI EP*;PHARMACIE                               ;24;16;6,7
857300;BOITE 110 MOUCH.BLC.LOTUS;PHARMACIE                               ;27;0;8,4
857326;B.90  MOUCH.BLC 3PLIS B.F;PHARMACIE                               ;24;9;5,42
857367;LOT.6 PT 10 MOUCHOIRS B.F;PHARMACIE                               ;32;17;5,76
857383;L.15X9 MOUCH.MENTHO.LOTUS;PHARMACIE                               ;30;13;12
857482;ET.15X10 MOUCHOIRS 4PL.LM;PHARMACIE                               ;16;0;6,59
857607;ET.POCKET 15X10 MOUCH.B.F;PHARMACIE                               ;28;10;10,5
857805;L.6 PQ.9 MOUCHOIR  LOTUS ;PHARMACIE                               ;48;1;10
857821;ET.6X8 MOUCH.COMPACT     ;PHARMACIE                               ;48;41;7,3
857888;BTE CUBIQUE 48MOUCH.LOTUS;PHARMACIE                               ;18;12;3,45
858381;PQ.25 LINGET.P.SENS.DEMAK;PHARMACIE                               ;12;9;2,9
858449;PQ.25 LINGET.P.NORM.DEMAK;PHARMACIE                               ;12;11;3,2
858464;RECH.25 LINGET.DEMAQ. B.F;PHARMACIE                               ;6;2;1,07
858522;RECH.64 LINGET.BB PAMPERS;PHARMACIE                               ;12;3;7,5
858548;REC.56 LINGET.SENSIT.PAMP;PHARMACIE                               ;12;10;7,5
859603;L.6 RLX P.HYG.COMPACT B.F;PHARMACIE                               ;7;2;6,29
859629;L.6 RLX P.HYG.DECORE  B.F;PHARMACIE                               ;21;5;8,8
859660;LOT 4RLX TRIPLE EPAIS B.F;PHARMACIE                               ;16;0;6,4
859686;LOT 6 RLX PARF.PECHE  B.F;PHARMACIE                               ;21;7;9,74
859728;LOT.6 PLAT HYG.BLANC  B.F;PHARMACIE                               ;14;2;5,75
859769;LOT.12 RLX P.HYG.ROSE B.F;PHARMACIE                               ;8;6;7,47
859785;LOT 6 RLX P.HYG.ROSE  B.F;PHARMACIE                               ;21;6;9,74
859801;L.6 RLX P.HYG.BLANC WINNY;PHARMACIE                               ;16;8;7,12
859843;6 RLX.PAP.HYG.COMPACT EP*;PHARMACIE                               ;16;15;9,04
859983;PAP.TOIL.COMPACT 6RL=12LM;PHARMACIE                               ;10;2;6,8
860304;L.9 RLX HYG.ALOE VERA TRE;PHARMACIE                               ;10;5;1,7
860320;L.6 RLX PAP.TOIL.DECOR.LM;PHARMACIE                               ;14;12;12,5
860346;L.9 RLX PAP.TOIL.ROSE  LM;PHARMACIE                               ;14;7;10,86
860387;L.6 RLX PAP.TOIL.2PLIS LM;PHARMACIE                               ;8;2;4,8
860403;LOT 4 PLAT ASST.P.H.LOTUS;PHARMACIE                               ;24;18;6,01
860445;LOT 6 RLX P.H.FLEUR LOTUS;PHARMACIE                               ;16;9;7,2
860486;L.4 RLX CONFORT ASS.LOTUS;PHARMACIE                               ;16;7;7,3
860502;L.4 RLX P.H.COMPAC.ECO.LM;PHARMACIE                               ;6;3;4,73
860684;LOT 4 PLAT SUPER MOLTONEL;PHARMACIE                               ;24;3;6,32
860700;LOT 4 RLX  SUPER MOLTONEL;PHARMACIE                               ;7;1;3
860726;LOT 12 RLX MOLTONEL      ;PHARMACIE                               ;3;0;3,44
860767;LOT 6 RLX MOLTONEL STYLE ;PHARMACIE                               ;7;2;4,17
860809;L.7+1 RLX P.TOILETT.LOTUS;PHARMACIE                               ;12;5;6,5
860866;L.6 RLX P.H.XXL BLANC LOT;PHARMACIE                               ;7;0;4,32
860965;L.6RLX P.H JUST.1 LOTUS  ;PHARMACIE                               ;7;2;5,52
861500;BIBERON INCAS 120ML TIGEX;PHARMACIE                               ;12;9;4,1
861526;BIBERON INCAS.240ML TIGEX;PHARMACIE                               ;12;11;4,6
861542;BIBERON A POIGNEE 110ML  ;PHARMACIE                               ;12;1;4,93
861567;2 SUCETTES LATEX 0-6MOIS ;PHARMACIE                               ;12;11;2,2
861583;2 SUCETTES LATEX 6-18MOIS;PHARMACIE                               ;12;6;2,23
861609;ATTACH.SUCETT.VACHE TIGEX;PHARMACIE                               ;12;8;1,4
861625;2 TETIN.LATEX 0-6MOIS TIG;PHARMACIE                               ;12;1;2,33
861641;2 TETIN.LATEX +6 MOIS TIG;PHARMACIE                               ;12;4;2,29
861666;GOUPILLON 2EN1 A-BACTERIE;PHARMACIE                               ;12;5;4,65
861682;TASSE ANTI-FUITE A/POIGNE;PHARMACIE                               ;6;5;4,59
881862;L.2X25 LINGET.PN.DEMAK'UP;PHARMACIE                               ;9;7;4,2
894824;L.2X16 ULTRA NORMAL  NANA;PHARMACIE                               ;8;2;1,6
894840;L.2X10 ULT.GOODNIGHT NANA;PHARMACIE                               ;6;3;1,36
894865;L.2X14 ULTRA NORMAL+ NANA;PHARMACIE                               ;8;6;1,55
907089;L.2X60 COTON SENS.DEMAKUP;PHARMACIE                               ;15;13;4,5
907121;L.15X9 MOUCH.CLASS. LOTUS;PHARMACIE                               ;30;4;11,7
935502;S.16+4 ALWAYS ULTRA NORM.;PHARMACIE                               ;16;4;2,2
935528;S.14+3 ALWAYS ULT.NL+    ;PHARMACIE                               ;16;15;2,5
935544;S.10+2 ALWAYS ULTRA NUIT ;PHARMACIE                               ;12;1;1,8
935569;S.12+3 ALWAYS ULT.LONG+  ;PHARMACIE                               ;12;7;2,06
937607;S.32 EXTRAF.NORMAL  VANIA;PHARMACIE                               ;12;4;2,75
937623;S.28 EXTRAF.NORMAL+ VANIA;PHARMACIE                               ;12;5;2,42
937649;S.24 EXTRAF.SUPER + VANIA;PHARMACIE                               ;12;5;2,68
964387;L.2 RECH.LING.SENS.PAMPER;PHARMACIE                               ;6;3;5,05
965707;L.21+3 ET.9 MOUCH.COMPACT;PHARMACIE                               ;24;2;12,6
965780;L.15+3 ET.9 MOUCH.MENTHOL;PHARMACIE                               ;24;19;4
971762;L.2X25 LINGET SECHE DEMAK;PHARMACIE                               ;9;7;4,2
973305;TENA SERV.LADY MINI 2X20 ;PHARMACIE                               ;10;1;1,97
973321;TENA SERV.LADY NORMAL2X12;PHARMACIE                               ;6;4;1,99
973347;TENA SERV.LADY EXTRA 2X10;PHARMACIE                               ;6;0;3,37
982363;L.21+3 ET.9 MOUCH.CLASSIC;PHARMACIE                               ;18;12;12,5
985820;L.2+1X56 LINGET.SEN.PAMPE;PHARMACIE                               ;3;0;6,5
985846;L.2 RECH.72 LINGET.PAMPER;PHARMACIE                               ;6;3;6,25
985887;L.2+1X64 LINGET.FRESH PAM;PHARMACIE                               ;3;2;6,5
997882;LOT 6 RLX MOLTONEL PCHOC ;PHARMACIE                               ;7;1;6
700427;L.6 SAVON LE CHAT TOILET.;LAVAGE                                                                ;12;9;9,83
701060;ECO REC.LECHAT MEGAPERLES;LAVAGE                                                                ;5;3;7,1
701128;LE CHAT POUDRE 27 MESURES;LAVAGE                                                                ;4;2;8,9
701144;DASH POUDRE 27DOS.FRAICH.;LAVAGE                                                                ;4;3;9,36
701169;DASH 2EN1 POUD.7DOS.FRAIC;LAVAGE                                                                ;18;13;10,98
701185;XTRA TOTAL 1L890 27 MES  ;LAVAGE                                                                ;4;0;8,3
701227;LE CHAT SENSITIVE 48 TABS;LAVAGE                                                                ;4;1;6,89
701268;LESSIVE LIQ.ULTRA 3L. B.F;LAVAGE                                                                ;4;0;9,8
701284;LESSIVE CONC.LIQ.1L5  B.F;LAVAGE                                                                ;8;1;13
701300;OMO POUDRE 7 MESURES     ;LAVAGE                                                                ;16;15;9,92
701326;OMO 27 MESUR.LILAS BLANC ;LAVAGE                                                                ;4;3;9,68
701342;OMO LIQUIDE 2L64 LILAS BL;LAVAGE                                                                ;4;3;12,96
701367;LIT.OMO PETIT/PUISSANT AS;LAVAGE                                                                ;10;5;11,65
701383;OMO 32 TABLETS DOUC FLEUR;LAVAGE                                                                ;4;0;7,07
701466;V.5KG LESSIV.S/PHOS.WINNY;LAVAGE                                                                ;3;0;15,51
701482;DASH 2EN1 LIQ.FRAICH.27DS;LAVAGE                                                                ;4;0;8,69
701508;DASH 2EN1 LIQ.27DS.AGRUME;LAVAGE                                                                ;4;0;8,69
701540;SKIP POUDRE 7 MESURES    ;LAVAGE                                                                ;16;11;11,5
701565;SKIP 32 TABLET ACTIVCLEAN;LAVAGE                                                                ;4;3;5,15
701581;SKIP BARIL 27 MESURES    ;LAVAGE                                                                ;4;1;10,3
701607;SKIP 32 TABS FLEUR BLANCH;LAVAGE                                                                ;5;4;6,19
701623;P.13 ECODOSES ARIEL REGUL;LAVAGE                                                                ;6;2;4,22
701664;BONUX RAPID'MAIN ECO 650G;LAVAGE                                                                ;12;3;8,85
701789;LIT.X-TRA TOTAL CONCENTRE;LAVAGE                                                                ;6;1;7,07
701862;X-TRA POUDRE 5 MESURES   ;LAVAGE                                                                ;8;4;3
701888;X-TRA 36 TABS OXY'PURE   ;LAVAGE                                                                ;4;0;5,22
701920;ARIEL REGULIER 27DOS.2K16;LAVAGE                                                                ;4;0;12,85
701946;ARIEL ALPINE 27 DOSE 2K16;LAVAGE                                                                ;4;3;12,85
701961;PERSIL 27 MESURES PROVENC;LAVAGE                                                                ;4;1;9,96
701987;PERSIL 32 TAB'S SAV.MARS ;LAVAGE                                                                ;4;2;7,1
702001;**PERSIL LIQUID PROVEN 3L;LAVAGE                                                                ;4;2;15,8
702027;DASH 2EN1 LIQ.27DS.DERMA ;LAVAGE                                                                ;4;2;8,69
702043;**DASH2EN1 LIQ.1L97PIVOIN;LAVAGE                                                                ;4;2;8,69
702068;LIT PERSIL PT&PUIS.BQ.PRO;LAVAGE                                                                ;10;0;11,65
702084;ARIEL POUD.7 DOSES REGUL.;LAVAGE                                                                ;18;8;10,98
702142;ARIEL REGULIER 32 TABS   ;LAVAGE                                                                ;4;3;5,15
702167;ARIEL ALPINE TABS X32    ;LAVAGE                                                                ;4;1;5,15
702225;GAMA LIQ.27 DOSES REGULAR;LAVAGE                                                                ;4;3;8,64
702282;GAMA LIQ.27DOSE AGRUME   ;LAVAGE                                                                ;4;0;8,64
702308;ARIEL POUDRE 45 DOSES 3K6;LAVAGE                                                                ;4;0;15,28
702340;GAMA PDRE 27 DOS.REGULIER;LAVAGE                                                                ;4;2;8,88
702365;P.22 ECODOSES ARIEL REGUL;LAVAGE                                                                ;3;2;2,62
702407;**DASH2EN1 LIQ.27DOS.FRAI;LAVAGE                                                                ;4;0;12,95
702449;DASH 2EN1 LIQ.JASMIN 27DS;LAVAGE                                                                ;4;3;8,69
702464;LITRE SKIP PETIT/PUISSANT;LAVAGE                                                                ;10;3;11,65
702480;SKIP 2LIT ACTIVE CLEAN   ;LAVAGE                                                                ;5;2;11,2
702506;LIT.ACE DELICAT LIQUIDE  ;LAVAGE                                                                ;10;1;11,2
702522;DASH 2EN1 ECODOSES 22 FRA;LAVAGE                                                                ;3;1;3,19
702548;OMO 2L LILAS BLANC.YLANG ;LAVAGE                                                                ;5;4;11,2
702563;GENIE GEL 250 ML         ;LAVAGE                                                                ;12;6;3,95
702589;GENIE POUDRE 650G        ;LAVAGE                                                                ;12;10;9,4
702621;ARIEL GEL REGULIER 20DOSE;LAVAGE                                                                ;6;1;5,45
702647;ARIEL GEL ALPINE 20 DOSES;LAVAGE                                                                ;6;3;5,45
702662;PERSIL 2L.BOUQUET PROVENC;LAVAGE                                                                ;5;1;11,2
702761;LESSIVE 2,1L MARSEIL CHAN;LAVAGE                                                                ;4;2;13,3
702787;**SKIP LIQUIDE 3 LITRES  ;LAVAGE                                                                ;4;3;16
702803;FL.3 LIT.LE CHAT SENSITIV;LAVAGE                                                                ;4;0;13,45
702829;LESSIVE LIQUIDE 3L  WINNY;LAVAGE                                                                ;4;3;13,66
702860;DASH FRAICH.AGRUME X22   ;LAVAGE                                                                ;3;0;3,19
702886;SUPER CROIX 36 TABS ORCHI;LAVAGE                                                                ;4;1;5,22
702902;SKIP 40 CAPSULES F.BLANCH;LAVAGE                                                                ;3;0;3,26
702928;LE CHAT ULTRA GEL 1L35   ;LAVAGE                                                                ;5;2;14
702944;LIT.SUPERCROIX CONCENTRE ;LAVAGE                                                                ;6;2;7,07
702969;SUPERCROIX POUD.27M  BORA;LAVAGE                                                                ;4;2;7,9
703009;X-TRA POUDRE 27 MESURES  ;LAVAGE                                                                ;4;1;8
703025;LE CHAT LIQ.EXPERT 1L875 ;LAVAGE                                                                ;4;1;8,2
703041;DASH 2EN1 FRAICHEUR 32TAB;LAVAGE                                                                ;4;2;5,15
703066;DASH 2EN1 DERMA TABS X32 ;LAVAGE                                                                ;4;1;5,15
703108;L.5 PERSAVON 100G GLYCER.;LAVAGE                                                                ;12;8;6,2
703124;LOT 4 PERSAVON 200 GLYCER;LAVAGE                                                                ;10;6;8,3
703140;L.3X300G PERSAVON BLANC  ;LAVAGE                                                                ;12;5;11
703165;PERSAVON BLANC 400G      ;LAVAGE                                                                ;24;23;9,98
703181;SAVON GLYCERINE 200G  L.M;LAVAGE                                                                ;30;6;6,5
704205;LESSIVE LIQUIDE 3LIT   LM;LAVAGE                                                                ;6;5;19,5
704221;LE CHAT LIQ.SENSIT.1L875 ;LAVAGE                                                                ;4;2;8,2
704247;FLAC.750ML WOOLITE LAINE ;LAVAGE                                                                ;9;7;7,86
704262;LES.LIQ.ECOLOG.2L5 CHANTE;LAVAGE                                                                ;6;3;16,1
704288;L.SAVON LIQ.ECOLOG.CHANT ;LAVAGE                                                                ;12;11;13,1
704346;LIT LESS.MAXI-CONC.A.VERT;LAVAGE                                                                ;12;3;13,43
704361;ARIEL LIQ.27DOS.REGU.1L97;LAVAGE                                                                ;4;2;8,69
704387;ARIEL LIQ.27DOS.ALPIN1L97;LAVAGE                                                                ;4;2;8,69
704403;ARIEL LIQ.27DS.FEBREZ1L97;LAVAGE                                                                ;4;1;8,69
704445;PAIC MAIN 600G           ;LAVAGE                                                                ;12;10;8,35
704569;MIR BLACK MAGIC 750ML    ;LAVAGE                                                                ;12;5;10,5
704684;MIR COULEUR LIQUIDE 1L5  ;LAVAGE                                                                ;8;6;13,17
704700;MIR COULEUR 5 DOSES 360G ;LAVAGE                                                                ;8;1;3,48
704783;MIR LAINE POUDRE 385G    ;LAVAGE                                                                ;8;1;3,6
704809;MIR LAINE BEAUME LIQ.1L5 ;LAVAGE                                                                ;8;3;13,13
704882;MIR LAINE SHAMPOOING 750 ;LAVAGE                                                                ;12;11;12,68
704965;LES.POUD.10 DOS.NETTY*   ;LAVAGE                                                                ;16;9;16,15
704981;LES.LIQ.P/LAINE 750ML B.F;LAVAGE                                                                ;12;7;9,9
705087;LES.BEBE ECOLOG.2L.CHANTE;LAVAGE                                                                ;6;0;13
705103;KG PERSAVON BEBE PAILLETT;LAVAGE                                                                ;10;3;12,5
705160;LESSIVE LIQ.BB 1L5PERSAVO;LAVAGE                                                                ;9;0;9,66
705202;LENOR CONC.FRAIS    750ML;LAVAGE                                                                ;12;3;9,81
705228;LENOR CONCEN.CP.FOUDR.750;LAVAGE                                                                ;12;1;9,81
705327;CAJOLINE ULTRA DX&PUR 750;LAVAGE                                                                ;8;6;9,2
705384;CAJOLINE 10 BULLES FRAICH;LAVAGE                                                                ;6;1;1,8
705400;ASSOUPLIS.MARSEIL.3L CHAN;LAVAGE                                                                ;4;2;13,3
705483;SOUPLINE DOUCEUR&SOIN 3LT;LAVAGE                                                                ;6;2;19,55
705509;SOUPLINE COEUR 15  DOSES ;LAVAGE                                                                ;8;2;3,47
705525;SOUPLINE UL.GR.AIR 750ML ;LAVAGE                                                                ;8;3;10,2
705541;**SOUPLIN UL.MUGUET 750ML;LAVAGE                                                                ;8;6;10,2
705566;LIT.SOUPLINE CONC.GD AIR ;LAVAGE                                                                ;12;6;12,94
705582;LIT.SOUPLINE CONC.LAVANDE;LAVAGE                                                                ;12;7;12,95
705608;LIT SOUPLINE GRAND.AIR   ;LAVAGE                                                                ;12;8;1,07
705624;SOUPLINE ULT.LAVANDE750ML;LAVAGE                                                                ;8;4;6,75
705640;SOUPLINE GRAND AIR 3 LIT ;LAVAGE                                                                ;6;4;19,65
705665;L.3X250 SOUPLINE DOUCEUR ;LAVAGE                                                                ;16;5;19,7
705681;L.3X250 SOUPLINE GD AIR  ;LAVAGE                                                                ;16;4;12,81
705707;LIT SOUPLINE LAVANDE     ;LAVAGE                                                                ;12;1;13,25
705749;SOUPLINE PECHE AMANDE 3L ;LAVAGE                                                                ;6;3;19,65
705764;L.3X250 SOUPLINE ARO.RELA;LAVAGE                                                                ;16;4;12,81
705780;SOUPLINE SECHE LINGE 20 F;LAVAGE                                                                ;12;2;1,55
705962;LIT.ADOUC.TEXT.FRAICH.B.F;LAVAGE                                                                ;12;9;12,8
706028;LIT.ADOUC.TEXT.LAVAND.B.F;LAVAGE                                                                ;12;11;12,8
706101;ASSOUP.ULTRA FRAIC.750B.F;LAVAGE                                                                ;12;1;9,9
706127;ASSOUP.ULTRA.DOUC.750 B.F;LAVAGE                                                                ;12;6;9,9
706325;L.3 DOS.MINIDOU ARO.PECHE;LAVAGE                                                                ;16;4;13,05
706341;L.3 DS.MINIDOU ARO.BAMBOU;LAVAGE                                                                ;16;11;13,05
706424;L.3X250 EAU JAVEL 36° EP*;LAVAGE                                                                ;16;4;16
706481;JAVEL PLUS EUCALYPTUS LIT;LAVAGE                                                                ;15;6;17,2
706507;L.JAVEL LACROIX TRADITION;LAVAGE                                                                ;15;1;17,2
706523;FL.EAU JAVEL NATURE 2L.BF;LAVAGE                                                                ;8;4;17
706549;JAVEL LACROIX 2 L TRADIT.;LAVAGE                                                                ;6;4;15
706564;LOT 3X250ML JAVEL LACROIX;LAVAGE                                                                ;16;14;15
706606;L.3X250 JAVEL + TONIQUE  ;LAVAGE                                                                ;16;4;14,94
706622;FL.EAU JAVEL EUCAL.2L.B.F;LAVAGE                                                                ;8;5;17
706648;FL.5L EAU JAVEL ECOPRIX* ;LAVAGE                                                                ;3;1;16
706663;JAVEL BEC 2 LITRES      *;LAVAGE                                                                ;8;5;17
706721;BLIST.16 PAST.JAVEL E.ECA;LAVAGE                                                                ;24;8;1,7
706804;F.40 PASTIL.JAVEL LACROIX;LAVAGE                                                                ;24;22;5,31
706903;EAU JAVEL 9 JERRIC.5L LM;LAVAGE                                                                ;3;1;16
706929;JAVEL 9,6% DOSE 250ML  LM;LAVAGE                                                                ;48;13;16
706945;PATILLES JAVEL X48 160GLM;LAVAGE                                                                ;24;15;4,8
707109;BOMBE DETACHANT EXP. K.2R;LAVAGE                                                                ;12;8;3,3
707125;BOMBE AVANT LAVAGE   K.2R;LAVAGE                                                                ;24;10;8,8
707208;FLACON 250ML EAU ECARLATE;LAVAGE                                                                ;12;4;5,6
707265;S.200G S.O.S LING.DETEINT;LAVAGE                                                                ;12;2;2,7
707281;S.150G S.O.S LINGERIE E.E;LAVAGE                                                                ;12;9;2,07
707307;S.119G S.O.S VOILAGE E.E ;LAVAGE                                                                ;12;5;1,5
707323;2EN1 DECOL/STOP+DETAC.E.E;LAVAGE                                                                ;12;0;5,1
707349;ET.12 LINGET.DECOLOR STOP;LAVAGE                                                                ;12;5;2,5
707364;DECOLOR STOP 25+5 LING.EE;LAVAGE                                                                ;24;12;5
707703;BOMBE REPASSAGE   FABULON;LAVAGE                                                                ;6;1;3
707828;FEBREZE CLASSIQ.VAPO 500 ;LAVAGE                                                                ;8;3;5,1
707844;FEBREZE ANTI-ALLERG.500ML;LAVAGE                                                                ;8;5;4,73
707968;BOMBE AMIDON 400G FABULON;LAVAGE                                                                ;6;3;3
708321;ANTIKAL SPRAY 700ML      ;LAVAGE                                                                ;10;6;8,27
708347;ANTIKAL 500M ANTI-CALCAIR;LAVAGE                                                                ;15;12;8,76
708388;SPRAY ANTICALCAIR.500 B.F;LAVAGE                                                                ;9;8;1,3
708487;20 LINGET.CAPTUR.COLOR OB;LAVAGE                                                                ;12;10;4,48
708560;B.8 SAC.VANISH ACTION BLA;LAVAGE                                                                ;12;3;4,2
708586;VANISH OXIACT.CAPTEUR 12 ;LAVAGE                                                                ;4;2;1,83
708602;ET.8 TABLET.VANISH DETACH;LAVAGE                                                                ;14;10;2,96
708701;VANISH PDRE OXI-ACT 500G ;LAVAGE                                                                ;6;2;3,02
708727;VANISH PDRE CRYST.BL 500G;LAVAGE                                                                ;6;5;3,1
708784;VANISH AV.LAV.OXI ACT.500;LAVAGE                                                                ;12;11;5
708826;LIT.VANISH GEL OXI ACTION;LAVAGE                                                                ;6;4;6,5
708909;**DETACH.HUIL/GRAIS.RUBIG;LAVAGE                                                                ;12;0;1,56
708941;DETACH.HERB/POLLEN RUBIGI;LAVAGE                                                                ;12;10;1,56
709006;DESINF LING.SANYTOL 500ML;LAVAGE                                                                ;12;9;6,75
709246;50 LINGET.A/JAVEL LACROIX;LAVAGE                                                                ;10;3;2,47
709261;AJAX SPRAY CUISINE 750ML ;LAVAGE                                                                ;12;7;10,29
709303;PIST.NET.SAL/BAIN 750 B.F;LAVAGE                                                                ;12;8;13
709360;**AJAX SPRAY PRO DEGRAIS ;LAVAGE                                                                ;12;9;10,29
709386;AJAX PIST.SDB ANTI-CALCAI;LAVAGE                                                                ;12;6;10,6
709428;AJAX POUDRE BI-JAVELIS.KG;LAVAGE                                                                ;10;1;11,84
709543;AJAX CITRON VERT 1L25    ;LAVAGE                                                                ;12;10;16,89
709600;LACROIX GEL NETT.MENAGER ;LAVAGE                                                                ;12;10;13,9
709626;AJAX FRAIS 1L25          ;LAVAGE                                                                ;12;8;16,89
709667;AJAX F.D.FLEURS VERT 1L25;LAVAGE                                                                ;12;10;16,82
709683;AJAX F.D.FLEURS RGE 1L25 ;LAVAGE                                                                ;12;1;16,82
709782;LIT NET.MENAG.JAVEL WINNY;LAVAGE                                                                ;12;11;13,34
709808;LITRE CIF GEL AVEC JAVEL ;LAVAGE                                                                ;15;13;17,4
709840;CIF CREME JAVEL 750ML    ;LAVAGE                                                                ;14;7;13,97
709881;PIST CIF CUISINE&SDB 750 ;LAVAGE                                                                ;12;0;10,15
709907;CIF CREME STANDARD 750ML ;LAVAGE                                                                ;14;8;13,97
709949;CIF CREME CITRON 750ML   ;LAVAGE                                                                ;14;8;10,8
709964;CRE.RECURER CITRON 750 LM;LAVAGE                                                                ;12;8;13,62
709980;CREME RECURER 750ML WINNY;LAVAGE                                                                ;12;2;12,8
710004;SPRAY DEGRAIS.750 CHANTEC;LAVAGE                                                                ;12;4;10,5
710061;CILLIT BANG AVC JAVEL 1L5;LAVAGE                                                                ;10;9;16,51
710087;PIST.CILIT BANG MOISISSUR;LAVAGE                                                                ;12;7;10,53
710103;NET MENAG.CITRON 2L.WINNY;LAVAGE                                                                ;6;2;13,03
710129;PIST.CILLIT BANG DEGR.750;LAVAGE                                                                ;12;10;13,38
710145;FL.CILLIT BANG DEGR.1L5  ;LAVAGE                                                                ;10;0;17
710160;CREM.RECUR.CITRON 750 B.F;LAVAGE                                                                ;12;8;12,19
710186;LIT.NET.MENAG.FLORALE B.F;LAVAGE                                                                ;12;3;13
710202;LIT NETTOY.MEN.CITRON  LM;LAVAGE                                                                ;12;0;13,6
710244;LIT.NET.MENAG.MARINE  B.F;LAVAGE                                                                ;12;8;13
710269;LIT.NET.MENAG.CITRON  B.F;LAVAGE                                                                ;12;2;13
710285;LIT.NET.MENAG.SAV.MARS.BF;LAVAGE                                                                ;12;3;13
710301;MR PROPRE LIQ CITRON 1L5 ;LAVAGE                                                                ;9;3;15
710327;MR.PROPRE FRAIC.HIVER 1L5;LAVAGE                                                                ;9;1;15
710442;MR PROPRE FEBREZ.COTON1L5;LAVAGE                                                                ;9;7;15
710467;MR PROPRE FEBREZE F.MATIN;LAVAGE                                                                ;9;7;15
710483;R.50 LINGET.MENAG.CIT.B.F;LAVAGE                                                                ;8;1;2,6
710525;R.15 LINGETTES SOLS   B.F;LAVAGE                                                                ;10;1;5,1
710541;PIST CIF POWERCREAM SDB  ;LAVAGE                                                                ;12;2;9,64
710582;R.16 LINGET.SOL A-BACT.BF;LAVAGE                                                                ;6;5;3,12
710608;GEL W.C FR.MARINE 750 B.F;LAVAGE                                                                ;12;8;10,2
710624;GEL W.C PARF.PIN 750  B.F;LAVAGE                                                                ;12;7;10,2
710640;LACROIX S/BAIN +JAVEL 500;LAVAGE                                                                ;12;1;7,16
710723;KG CRISTAUX DE SOUDE    *;LAVAGE                                                                ;10;2;10
710780;MR PROPRE LINGETT.CIT.60 ;LAVAGE                                                                ;8;1;3,7
710806;SERPIL.JETABL.ST.MARC X20;LAVAGE                                                                ;11;6;6,4
710822;MR PROPRE LINGET.A-BACX56;LAVAGE                                                                ;8;0;2,17
710848;LINGETTE A-BACT.X80S.MARC;LAVAGE                                                                ;11;3;3,9
710905;LESSIVE ST.MARC 1,4KG    ;LAVAGE                                                                ;12;6;16,8
711127;ST MARC CTE BRETONES 1L25;LAVAGE                                                                ;12;0;16,19
711184;ST MARC FORET LANDES 1L25;LAVAGE                                                                ;12;1;16,26
711200;ST MARC 1L25 ANTIBACTER  ;LAVAGE                                                                ;12;9;16,26
